analysis_date,window,expected_node_count,actual_node_count,expected_edge_count,community_count,active_node_count,community_assigned_node_count,active_community_coverage,within_community_edge_count,outside_community_edge_count,unknown_community_edge_count,within_community_edge_share,outside_community_edge_share,unknown_community_edge_share,mean_participation_coefficient,median_participation_coefficient,mean_outside_community_degree_ratio,mean_external_community_count,max_degree_reconstruction_error,max_strength_reconstruction_error,node_count_ok,key_unique,active_community_coverage_ok,edge_category_identity_ok,unknown_community_edge_ok,degree_reconstruction_ok,within_degree_handshake_ok,outside_degree_handshake_ok,unknown_degree_handshake_ok,strength_reconstruction_ok,ratio_valid,participation_valid,weighted_participation_valid,community_size_valid,qa_pass,qa_errors
2025-09-30,252,5070,5070,128482,18,4733,4733,1.0,100609,27873,0,0.7830591055556421,0.21694089444435796,0.0,0.29458877714095666,0.2906574394463668,0.21645136132364254,1.9085146841326854,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-10-31,252,5075,5075,128735,16,4866,4866,1.0,99516,29219,0,0.7730298675573853,0.22697013244261469,0.0,0.31678884922234074,0.31999999999999995,0.23080610995203452,2.211467324290999,0,7.0035457611083984e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-11-28,252,5082,5082,129083,14,4879,4879,1.0,101301,27782,0,0.7847741375704005,0.21522586242959957,0.0,0.3157812482849372,0.31675388236888014,0.228415333913506,2.2598893215822913,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-12-31,252,5093,5093,129628,14,4887,4887,1.0,102322,27306,0,0.7893510661276885,0.21064893387231154,0.0,0.3141146446807729,0.31999999999999995,0.22645108785735968,2.179660323306732,0,6.9141387939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-01-30,252,5096,5096,129805,18,4865,4865,1.0,103759,26046,0,0.7993451716035592,0.2006548283964408,0.0,0.29784418698958026,0.2881944444444444,0.21488512751620603,2.081808838643371,0,6.884336471557617e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-02-27,252,5104,5104,130191,15,4820,4820,1.0,106573,23618,0,0.8185896106489696,0.1814103893510304,0.0,0.2770948213771846,0.24880999941728338,0.19894156272639704,1.9475103734439834,0,7.12275505065918e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-03-31,252,5111,5111,130563,16,4797,4797,1.0,105977,24586,0,0.8116924396651425,0.18830756033485752,0.0,0.268228601390703,0.24489795918367352,0.19158489361686623,1.8540754638315613,0,7.092952728271484e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-04-30,252,5116,5116,130823,19,4772,4772,1.0,107046,23777,0,0.818250613424245,0.18174938657575504,0.0,0.26543878474352034,0.2300173611111111,0.1891220734902636,1.9308466051969824,0,7.092952728271484e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-05-29,252,5123,5123,131148,22,4754,4754,1.0,102905,28243,0,0.7846478787324245,0.21535212126757555,0.0,0.2869666627737504,0.2603550295857988,0.2061891501826739,2.1384097602019354,0,6.3478946685791016e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-06-30,252,5115,5115,130766,25,4590,4590,1.0,103393,27373,0,0.7906718871878011,0.2093281128121989,0.0,0.2479886199370861,0.2100591715976331,0.17686774412524225,1.7148148148148148,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-07-31,252,5122,5122,131131,31,4318,4318,1.0,102207,28924,0,0.779426680190039,0.22057331980996103,0.0,0.21344762354100674,0.13541881654505944,0.1530598826115725,1.4214914312181566,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-08-31,252,5124,5124,131236,31,4248,4248,1.0,104789,26447,0,0.7984775518912494,0.20152244810875064,0.0,0.19503871090914005,0.09499999999999997,0.1405561426534858,1.2944915254237288,0,8.07642936706543e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-09-03,252,5125,5125,131284,27,4229,4229,1.0,104438,26846,0,0.795512019743457,0.20448798025654308,0.0,0.19572127742409828,0.08677685950413228,0.1406554445954247,1.2913218254906598,0,1.5228986740112305e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
