trade_date,total_stock_count,SSE,SZSE
2020-07-26,3911,1662,2249
2020-07-27,3913,1662,2251
2020-07-28,3914,1663,2251
2020-07-29,3915,1664,2251
2020-07-30,3917,1666,2251
2020-07-31,3922,1670,2252
2020-08-01,3922,1670,2252
2020-08-02,3922,1670,2252
2020-08-03,3923,1671,2252
2020-08-04,3924,1672,2252
2020-08-05,3926,1673,2253
2020-08-06,3928,1674,2254
2020-08-07,3930,1676,2254
2020-08-08,3930,1676,2254
2020-08-09,3930,1676,2254
2020-08-10,3932,1678,2254
2020-08-11,3933,1680,2253
2020-08-12,3936,1683,2253
2020-08-13,3937,1684,2253
2020-08-14,3936,1683,2253
2020-08-15,3936,1683,2253
2020-08-16,3936,1683,2253
2020-08-17,3941,1687,2254
2020-08-18,3945,1691,2254
2020-08-19,3947,1693,2254
2020-08-20,3949,1695,2254
2020-08-21,3951,1697,2254
2020-08-22,3951,1697,2254
2020-08-23,3951,1697,2254
2020-08-24,3969,1697,2272
2020-08-25,3969,1699,2270
2020-08-26,3970,1700,2270
2020-08-27,3969,1699,2270
2020-08-28,3974,1703,2271
2020-08-29,3974,1703,2271
2020-08-30,3974,1703,2271
2020-08-31,3975,1704,2271
2020-09-01,3979,1705,2274
2020-09-02,3982,1708,2274
2020-09-03,3986,1710,2276
2020-09-04,3987,1711,2276
2020-09-05,3987,1711,2276
2020-09-06,3987,1711,2276
2020-09-07,3988,1712,2276
2020-09-08,3990,1714,2276
2020-09-09,3991,1715,2276
2020-09-10,3995,1716,2279
2020-09-11,3998,1718,2280
2020-09-12,3998,1718,2280
2020-09-13,3998,1718,2280
2020-09-14,3999,1718,2281
2020-09-15,4000,1719,2281
2020-09-16,4004,1721,2283
2020-09-17,4008,1722,2286
2020-09-18,4010,1724,2286
2020-09-19,4010,1724,2286
2020-09-20,4010,1724,2286
2020-09-21,4015,1727,2288
2020-09-22,4019,1729,2290
2020-09-23,4021,1729,2292
2020-09-24,4025,1730,2295
2020-09-25,4029,1731,2298
2020-09-26,4029,1731,2298
2020-09-27,4029,1731,2298
2020-09-28,4036,1736,2300
2020-09-29,4038,1738,2300
2020-09-30,4041,1740,2301
2020-10-01,4041,1740,2301
2020-10-02,4041,1740,2301
2020-10-03,4041,1740,2301
2020-10-04,4041,1740,2301
2020-10-05,4041,1740,2301
2020-10-06,4041,1740,2301
2020-10-07,4041,1740,2301
2020-10-08,4041,1740,2301
2020-10-09,4041,1740,2301
2020-10-10,4041,1740,2301
2020-10-11,4041,1740,2301
2020-10-12,4042,1741,2301
2020-10-13,4043,1741,2302
2020-10-14,4043,1741,2302
2020-10-15,4045,1742,2303
2020-10-16,4048,1743,2305
2020-10-17,4048,1743,2305
2020-10-18,4048,1743,2305
2020-10-19,4050,1744,2306
2020-10-20,4051,1745,2306
2020-10-21,4053,1746,2307
2020-10-22,4055,1747,2308
2020-10-23,4056,1748,2308
2020-10-24,4056,1748,2308
2020-10-25,4056,1748,2308
2020-10-26,4059,1749,2310
2020-10-27,4060,1750,2310
2020-10-28,4061,1751,2310
2020-10-29,4065,1752,2313
2020-10-30,4067,1754,2313
2020-10-31,4067,1754,2313
2020-11-01,4067,1754,2313
2020-11-02,4068,1755,2313
2020-11-03,4068,1755,2313
2020-11-04,4068,1755,2313
2020-11-05,4071,1755,2316
2020-11-06,4072,1755,2317
2020-11-07,4072,1755,2317
2020-11-08,4072,1755,2317
2020-11-09,4073,1756,2317
2020-11-10,4073,1757,2316
2020-11-11,4075,1759,2316
2020-11-12,4077,1760,2317
2020-11-13,4077,1760,2317
2020-11-14,4077,1760,2317
2020-11-15,4077,1760,2317
2020-11-16,4077,1760,2317
2020-11-17,4078,1760,2318
2020-11-18,4081,1761,2320
2020-11-19,4081,1761,2320
2020-11-20,4081,1761,2320
2020-11-21,4081,1761,2320
2020-11-22,4081,1761,2320
2020-11-23,4083,1762,2321
2020-11-24,4084,1763,2321
2020-11-25,4085,1764,2321
2020-11-26,4086,1764,2322
2020-11-27,4087,1764,2323
2020-11-28,4087,1764,2323
2020-11-29,4087,1764,2323
2020-11-30,4087,1764,2323
2020-12-01,4088,1765,2323
2020-12-02,4092,1767,2325
2020-12-03,4094,1768,2326
2020-12-04,4096,1769,2327
2020-12-05,4096,1769,2327
2020-12-06,4096,1769,2327
2020-12-07,4100,1771,2329
2020-12-08,4102,1772,2330
2020-12-09,4102,1772,2330
2020-12-10,4103,1773,2330
2020-12-11,4106,1774,2332
2020-12-12,4106,1774,2332
2020-12-13,4106,1774,2332
2020-12-14,4107,1775,2332
2020-12-15,4110,1777,2333
2020-12-16,4112,1779,2333
2020-12-17,4111,1779,2332
2020-12-18,4114,1780,2334
2020-12-19,4114,1780,2334
2020-12-20,4114,1780,2334
2020-12-21,4116,1781,2335
2020-12-22,4120,1783,2337
2020-12-23,4122,1784,2338
2020-12-24,4126,1786,2340
2020-12-25,4130,1788,2342
2020-12-26,4130,1788,2342
2020-12-27,4130,1788,2342
2020-12-28,4133,1790,2343
2020-12-29,4134,1791,2343
2020-12-30,4137,1793,2344
2020-12-31,4140,1795,2345
2021-01-01,4140,1795,2345
2021-01-02,4140,1795,2345
2021-01-03,4140,1795,2345
2021-01-04,4141,1795,2346
2021-01-05,4141,1795,2346
2021-01-06,4144,1796,2348
2021-01-07,4147,1797,2350
2021-01-08,4147,1797,2350
2021-01-09,4147,1797,2350
2021-01-10,4147,1797,2350
2021-01-11,4148,1797,2351
2021-01-12,4149,1797,2352
2021-01-13,4150,1798,2352
2021-01-14,4150,1798,2352
2021-01-15,4150,1798,2352
2021-01-16,4150,1798,2352
2021-01-17,4150,1798,2352
2021-01-18,4152,1800,2352
2021-01-19,4154,1801,2353
2021-01-20,4157,1802,2355
2021-01-21,4160,1803,2357
2021-01-22,4163,1804,2359
2021-01-23,4163,1804,2359
2021-01-24,4163,1804,2359
2021-01-25,4164,1805,2359
2021-01-26,4165,1805,2360
2021-01-27,4168,1806,2362
2021-01-28,4171,1807,2364
2021-01-29,4172,1808,2364
2021-01-30,4172,1808,2364
2021-01-31,4172,1808,2364
2021-02-01,4174,1810,2364
2021-02-02,4174,1810,2364
2021-02-03,4175,1810,2365
2021-02-04,4176,1810,2366
2021-02-05,4178,1812,2366
2021-02-06,4178,1812,2366
2021-02-07,4178,1812,2366
2021-02-08,4182,1815,2367
2021-02-09,4187,1818,2369
2021-02-10,4192,1819,2373
2021-02-11,4192,1819,2373
2021-02-12,4192,1819,2373
2021-02-13,4192,1819,2373
2021-02-14,4192,1819,2373
2021-02-15,4192,1819,2373
2021-02-16,4192,1819,2373
2021-02-17,4192,1819,2373
2021-02-18,4192,1819,2373
2021-02-19,4192,1819,2373
2021-02-20,4192,1819,2373
2021-02-21,4192,1819,2373
2021-02-22,4192,1819,2373
2021-02-23,4193,1820,2373
2021-02-24,4195,1822,2373
2021-02-25,4197,1823,2374
2021-02-26,4200,1824,2376
2021-02-27,4200,1824,2376
2021-02-28,4200,1824,2376
2021-03-01,4203,1827,2376
2021-03-02,4204,1828,2376
2021-03-03,4205,1828,2377
2021-03-04,4205,1828,2377
2021-03-05,4205,1828,2377
2021-03-06,4205,1828,2377
2021-03-07,4205,1828,2377
2021-03-08,4207,1829,2378
2021-03-09,4209,1831,2378
2021-03-10,4210,1832,2378
2021-03-11,4212,1833,2379
2021-03-12,4213,1834,2379
2021-03-13,4213,1834,2379
2021-03-14,4213,1834,2379
2021-03-15,4213,1834,2379
2021-03-16,4214,1835,2379
2021-03-17,4214,1835,2379
2021-03-18,4215,1835,2380
2021-03-19,4216,1836,2380
2021-03-20,4216,1836,2380
2021-03-21,4216,1836,2380
2021-03-22,4218,1836,2382
2021-03-23,4219,1837,2382
2021-03-24,4221,1838,2383
2021-03-25,4223,1839,2384
2021-03-26,4226,1841,2385
2021-03-27,4226,1841,2385
2021-03-28,4226,1841,2385
2021-03-29,4230,1843,2387
2021-03-30,4232,1844,2388
2021-03-31,4234,1846,2388
2021-04-01,4236,1848,2388
2021-04-02,4237,1848,2389
2021-04-03,4237,1848,2389
2021-04-04,4237,1848,2389
2021-04-05,4237,1848,2389
2021-04-06,4241,1849,2392
2021-04-07,4242,1850,2392
2021-04-08,4244,1852,2392
2021-04-09,4248,1853,2395
2021-04-10,4248,1853,2395
2021-04-11,4248,1853,2395
2021-04-12,4252,1856,2396
2021-04-13,4255,1858,2397
2021-04-14,4255,1858,2397
2021-04-15,4259,1859,2400
2021-04-16,4260,1860,2400
2021-04-17,4260,1860,2400
2021-04-18,4260,1860,2400
2021-04-19,4263,1861,2402
2021-04-20,4267,1863,2404
2021-04-21,4272,1866,2406
2021-04-22,4273,1867,2406
2021-04-23,4273,1867,2406
2021-04-24,4273,1867,2406
2021-04-25,4273,1867,2406
2021-04-26,4276,1868,2408
2021-04-27,4279,1869,2410
2021-04-28,4282,1871,2411
2021-04-29,4285,1872,2413
2021-04-30,4287,1873,2414
2021-05-01,4287,1873,2414
2021-05-02,4287,1873,2414
2021-05-03,4287,1873,2414
2021-05-04,4287,1873,2414
2021-05-05,4287,1873,2414
2021-05-06,4290,1876,2414
2021-05-07,4291,1877,2414
2021-05-08,4291,1877,2414
2021-05-09,4291,1877,2414
2021-05-10,4292,1877,2415
2021-05-11,4295,1879,2416
2021-05-12,4298,1880,2418
2021-05-13,4302,1883,2419
2021-05-14,4302,1883,2419
2021-05-15,4302,1883,2419
2021-05-16,4302,1883,2419
2021-05-17,4304,1885,2419
2021-05-18,4307,1887,2420
2021-05-19,4308,1888,2420
2021-05-20,4310,1889,2421
2021-05-21,4312,1891,2421
2021-05-22,4312,1891,2421
2021-05-23,4312,1891,2421
2021-05-24,4313,1891,2422
2021-05-25,4317,1893,2424
2021-05-26,4319,1894,2425
2021-05-27,4320,1895,2425
2021-05-28,4325,1898,2427
2021-05-29,4325,1898,2427
2021-05-30,4325,1898,2427
2021-05-31,4325,1899,2426
2021-06-01,4326,1898,2428
2021-06-02,4328,1898,2430
2021-06-03,4330,1899,2431
2021-06-04,4330,1899,2431
2021-06-05,4330,1899,2431
2021-06-06,4330,1899,2431
2021-06-07,4334,1901,2433
2021-06-08,4336,1903,2433
2021-06-09,4338,1905,2433
2021-06-10,4339,1906,2433
2021-06-11,4341,1907,2434
2021-06-12,4341,1907,2434
2021-06-13,4341,1907,2434
2021-06-14,4341,1907,2434
2021-06-15,4344,1910,2434
2021-06-16,4347,1912,2435
2021-06-17,4350,1913,2437
2021-06-18,4354,1915,2439
2021-06-19,4354,1915,2439
2021-06-20,4354,1915,2439
2021-06-21,4355,1916,2439
2021-06-22,4357,1917,2440
2021-06-23,4360,1919,2441
2021-06-24,4361,1919,2442
2021-06-25,4364,1921,2443
2021-06-26,4364,1921,2443
2021-06-27,4364,1921,2443
2021-06-28,4367,1923,2444
2021-06-29,4368,1923,2445
2021-06-30,4373,1926,2447
2021-07-01,4374,1927,2447
2021-07-02,4375,1927,2448
2021-07-03,4375,1927,2448
2021-07-04,4375,1927,2448
2021-07-05,4377,1928,2449
2021-07-06,4380,1929,2451
2021-07-07,4384,1931,2453
2021-07-08,4386,1932,2454
2021-07-09,4389,1935,2454
2021-07-10,4389,1935,2454
2021-07-11,4389,1935,2454
2021-07-12,4390,1936,2454
2021-07-13,4392,1938,2454
2021-07-14,4392,1938,2454
2021-07-15,4394,1939,2455
2021-07-16,4396,1940,2456
2021-07-17,4396,1940,2456
2021-07-18,4396,1940,2456
2021-07-19,4397,1940,2457
2021-07-20,4400,1942,2458
2021-07-21,4398,1940,2458
2021-07-22,4402,1942,2460
2021-07-23,4403,1943,2460
2021-07-24,4403,1943,2460
2021-07-25,4403,1943,2460
2021-07-26,4406,1945,2461
2021-07-27,4407,1946,2461
2021-07-28,4410,1947,2463
2021-07-29,4413,1948,2465
2021-07-30,4416,1950,2466
2021-07-31,4416,1950,2466
2021-08-01,4416,1950,2466
2021-08-02,4418,1952,2466
2021-08-03,4419,1952,2467
2021-08-04,4422,1953,2469
2021-08-05,4426,1954,2472
2021-08-06,4427,1955,2472
2021-08-07,4427,1955,2472
2021-08-08,4427,1955,2472
2021-08-09,4427,1955,2472
2021-08-10,4428,1956,2472
2021-08-11,4431,1957,2474
2021-08-12,4434,1958,2476
2021-08-13,4437,1959,2478
2021-08-14,4437,1959,2478
2021-08-15,4437,1959,2478
2021-08-16,4440,1961,2479
2021-08-17,4442,1962,2480
2021-08-18,4444,1963,2481
2021-08-19,4446,1965,2481
2021-08-20,4447,1966,2481
2021-08-21,4447,1966,2481
2021-08-22,4447,1966,2481
2021-08-23,4449,1967,2482
2021-08-24,4452,1968,2484
2021-08-25,4452,1968,2484
2021-08-26,4453,1969,2484
2021-08-27,4454,1969,2485
2021-08-28,4454,1969,2485
2021-08-29,4454,1969,2485
2021-08-30,4454,1969,2485
2021-08-31,4455,1970,2485
2021-09-01,4457,1971,2486
2021-09-02,4457,1971,2486
2021-09-03,4457,1971,2486
2021-09-04,4457,1971,2486
2021-09-05,4457,1971,2486
2021-09-06,4460,1972,2488
2021-09-07,4462,1973,2489
2021-09-08,4464,1974,2490
2021-09-09,4468,1976,2492
2021-09-10,4469,1977,2492
2021-09-11,4469,1977,2492
2021-09-12,4469,1977,2492
2021-09-13,4472,1977,2495
2021-09-14,4475,1978,2497
2021-09-15,4476,1979,2497
2021-09-16,4479,1981,2498
2021-09-17,4481,1983,2498
2021-09-18,4481,1983,2498
2021-09-19,4481,1983,2498
2021-09-20,4481,1983,2498
2021-09-21,4481,1983,2498
2021-09-22,4483,1983,2500
2021-09-23,4484,1983,2501
2021-09-24,4486,1983,2503
2021-09-25,4486,1983,2503
2021-09-26,4486,1983,2503
2021-09-27,4487,1983,2504
2021-09-28,4489,1984,2505
2021-09-29,4492,1984,2508
2021-09-30,4494,1984,2510
2021-10-01,4494,1984,2510
2021-10-02,4494,1984,2510
2021-10-03,4494,1984,2510
2021-10-04,4494,1984,2510
2021-10-05,4494,1984,2510
2021-10-06,4494,1984,2510
2021-10-07,4494,1984,2510
2021-10-08,4494,1984,2510
2021-10-09,4494,1984,2510
2021-10-10,4494,1984,2510
2021-10-11,4495,1984,2511
2021-10-12,4495,1984,2511
2021-10-13,4496,1985,2511
2021-10-14,4497,1985,2512
2021-10-15,4499,1986,2513
2021-10-16,4499,1986,2513
2021-10-17,4499,1986,2513
2021-10-18,4502,1987,2515
2021-10-19,4505,1988,2517
2021-10-20,4508,1989,2519
2021-10-21,4511,1990,2521
2021-10-22,4511,1990,2521
2021-10-23,4511,1990,2521
2021-10-24,4511,1990,2521
2021-10-25,4514,1992,2522
2021-10-26,4517,1994,2523
2021-10-27,4522,1997,2525
2021-10-28,4524,1998,2526
2021-10-29,4525,1998,2527
2021-10-30,4525,1998,2527
2021-10-31,4525,1998,2527
2021-11-01,4527,1998,2529
2021-11-02,4529,1998,2531
2021-11-03,4530,1998,2532
2021-11-04,4530,1998,2532
2021-11-05,4530,1998,2532
2021-11-06,4530,1998,2532
2021-11-07,4530,1998,2532
2021-11-08,4530,1998,2532
2021-11-09,4530,1998,2532
2021-11-10,4533,1999,2534
2021-11-11,4535,2000,2535
2021-11-12,4538,2001,2537
2021-11-13,4538,2001,2537
2021-11-14,4538,2001,2537
2021-11-15,4540,2003,2537
2021-11-16,4543,2005,2538
2021-11-17,4545,2006,2539
2021-11-18,4548,2008,2540
2021-11-19,4549,2008,2541
2021-11-20,4549,2008,2541
2021-11-21,4549,2008,2541
2021-11-22,4552,2009,2543
2021-11-23,4552,2009,2543
2021-11-24,4553,2009,2544
2021-11-25,4553,2009,2544
2021-11-26,4556,2011,2545
2021-11-27,4556,2011,2545
2021-11-28,4556,2011,2545
2021-11-29,4557,2012,2545
2021-11-30,4558,2012,2546
2021-12-01,4560,2014,2546
2021-12-02,4561,2014,2547
2021-12-03,4562,2014,2548
2021-12-04,4562,2014,2548
2021-12-05,4562,2014,2548
2021-12-06,4565,2015,2550
2021-12-07,4568,2015,2553
2021-12-08,4569,2015,2554
2021-12-09,4570,2015,2555
2021-12-10,4573,2017,2556
2021-12-11,4573,2017,2556
2021-12-12,4573,2017,2556
2021-12-13,4573,2017,2556
2021-12-14,4574,2018,2556
2021-12-15,4578,2020,2558
2021-12-16,4580,2021,2559
2021-12-17,4581,2021,2560
2021-12-18,4581,2021,2560
2021-12-19,4581,2021,2560
2021-12-20,4583,2022,2561
2021-12-21,4583,2022,2561
2021-12-22,4587,2023,2564
2021-12-23,4590,2024,2566
2021-12-24,4594,2026,2568
2021-12-25,4594,2026,2568
2021-12-26,4594,2026,2568
2021-12-27,4595,2027,2568
2021-12-28,4599,2029,2570
2021-12-29,4599,2029,2570
2021-12-30,4602,2031,2571
2021-12-31,4603,2032,2571
2022-01-01,4603,2032,2571
2022-01-02,4603,2032,2571
2022-01-03,4603,2032,2571
2022-01-04,4603,2032,2571
2022-01-05,4604,2033,2571
2022-01-06,4605,2034,2571
2022-01-07,4607,2035,2572
2022-01-08,4607,2035,2572
2022-01-09,4607,2035,2572
2022-01-10,4607,2035,2572
2022-01-11,4610,2035,2575
2022-01-12,4612,2037,2575
2022-01-13,4613,2037,2576
2022-01-14,4614,2038,2576
2022-01-15,4614,2038,2576
2022-01-16,4614,2038,2576
2022-01-17,4617,2038,2579
2022-01-18,4619,2039,2580
2022-01-19,4619,2039,2580
2022-01-20,4620,2039,2581
2022-01-21,4621,2040,2581
2022-01-22,4621,2040,2581
2022-01-23,4621,2040,2581
2022-01-24,4622,2041,2581
2022-01-25,4624,2042,2582
2022-01-26,4626,2043,2583
2022-01-27,4629,2045,2584
2022-01-28,4632,2045,2587
2022-01-29,4632,2045,2587
2022-01-30,4632,2045,2587
2022-01-31,4632,2045,2587
2022-02-01,4632,2045,2587
2022-02-02,4632,2045,2587
2022-02-03,4632,2045,2587
2022-02-04,4632,2045,2587
2022-02-05,4632,2045,2587
2022-02-06,4632,2045,2587
2022-02-07,4632,2045,2587
2022-02-08,4632,2045,2587
2022-02-09,4633,2046,2587
2022-02-10,4635,2047,2588
2022-02-11,4635,2047,2588
2022-02-12,4635,2047,2588
2022-02-13,4635,2047,2588
2022-02-14,4635,2047,2588
2022-02-15,4636,2048,2588
2022-02-16,4639,2050,2589
2022-02-17,4639,2050,2589
2022-02-18,4641,2051,2590
2022-02-19,4641,2051,2590
2022-02-20,4641,2051,2590
2022-02-21,4642,2051,2591
2022-02-22,4644,2052,2592
2022-02-23,4645,2052,2593
2022-02-24,4645,2052,2593
2022-02-25,4645,2052,2593
2022-02-26,4645,2052,2593
2022-02-27,4645,2052,2593
2022-02-28,4647,2052,2595
2022-03-01,4647,2052,2595
2022-03-02,4647,2052,2595
2022-03-03,4647,2052,2595
2022-03-04,4647,2052,2595
2022-03-05,4647,2052,2595
2022-03-06,4647,2052,2595
2022-03-07,4649,2053,2596
2022-03-08,4650,2053,2597
2022-03-09,4651,2053,2598
2022-03-10,4652,2054,2598
2022-03-11,4654,2055,2599
2022-03-12,4654,2055,2599
2022-03-13,4654,2055,2599
2022-03-14,4656,2056,2600
2022-03-15,4659,2058,2601
2022-03-16,4660,2059,2601
2022-03-17,4662,2060,2602
2022-03-18,4665,2062,2603
2022-03-19,4665,2062,2603
2022-03-20,4665,2062,2603
2022-03-21,4665,2062,2603
2022-03-22,4670,2064,2606
2022-03-23,4672,2065,2607
2022-03-24,4673,2066,2607
2022-03-25,4675,2067,2608
2022-03-26,4675,2067,2608
2022-03-27,4675,2067,2608
2022-03-28,4676,2067,2609
2022-03-29,4679,2067,2612
2022-03-30,4680,2068,2612
2022-03-31,4681,2069,2612
2022-04-01,4682,2070,2612
2022-04-02,4682,2070,2612
2022-04-03,4682,2070,2612
2022-04-04,4682,2070,2612
2022-04-05,4682,2070,2612
2022-04-06,4683,2071,2612
2022-04-07,4685,2071,2614
2022-04-08,4686,2072,2614
2022-04-09,4686,2072,2614
2022-04-10,4686,2072,2614
2022-04-11,4687,2072,2615
2022-04-12,4690,2074,2616
2022-04-13,4692,2074,2618
2022-04-14,4692,2074,2618
2022-04-15,4693,2075,2618
2022-04-16,4693,2075,2618
2022-04-17,4693,2075,2618
2022-04-18,4693,2075,2618
2022-04-19,4698,2077,2621
2022-04-20,4701,2079,2622
2022-04-21,4704,2080,2624
2022-04-22,4708,2082,2626
2022-04-23,4708,2082,2626
2022-04-24,4708,2082,2626
2022-04-25,4709,2083,2626
2022-04-26,4710,2083,2627
2022-04-27,4710,2083,2627
2022-04-28,4710,2084,2626
2022-04-29,4714,2086,2628
2022-04-30,4714,2086,2628
2022-05-01,4714,2086,2628
2022-05-02,4714,2086,2628
2022-05-03,4714,2086,2628
2022-05-04,4714,2086,2628
2022-05-05,4714,2086,2628
2022-05-06,4715,2087,2628
2022-05-07,4715,2087,2628
2022-05-08,4715,2087,2628
2022-05-09,4715,2087,2628
2022-05-10,4715,2087,2628
2022-05-11,4715,2087,2628
2022-05-12,4717,2088,2629
2022-05-13,4717,2088,2629
2022-05-14,4717,2088,2629
2022-05-15,4717,2088,2629
2022-05-16,4717,2088,2629
2022-05-17,4718,2088,2630
2022-05-18,4719,2088,2631
2022-05-19,4719,2088,2631
2022-05-20,4722,2090,2632
2022-05-21,4722,2090,2632
2022-05-22,4722,2090,2632
2022-05-23,4721,2090,2631
2022-05-24,4720,2088,2632
2022-05-25,4721,2089,2632
2022-05-26,4723,2090,2633
2022-05-27,4724,2091,2633
2022-05-28,4724,2091,2633
2022-05-29,4724,2091,2633
2022-05-30,4724,2091,2633
2022-05-31,4724,2091,2633
2022-06-01,4724,2091,2633
2022-06-02,4724,2091,2633
2022-06-03,4724,2091,2633
2022-06-04,4724,2091,2633
2022-06-05,4724,2091,2633
2022-06-06,4729,2093,2636
2022-06-07,4729,2093,2636
2022-06-08,4733,2095,2638
2022-06-09,4733,2095,2638
2022-06-10,4733,2095,2638
2022-06-11,4733,2095,2638
2022-06-12,4733,2095,2638
2022-06-13,4733,2095,2638
2022-06-14,4732,2093,2639
2022-06-15,4732,2093,2639
2022-06-16,4732,2093,2639
2022-06-17,4732,2093,2639
2022-06-18,4732,2093,2639
2022-06-19,4732,2093,2639
2022-06-20,4732,2093,2639
2022-06-21,4729,2090,2639
2022-06-22,4727,2088,2639
2022-06-23,4726,2087,2639
2022-06-24,4728,2088,2640
2022-06-25,4728,2088,2640
2022-06-26,4728,2088,2640
2022-06-27,4724,2088,2636
2022-06-28,4721,2088,2633
2022-06-29,4721,2089,2632
2022-06-30,4719,2088,2631
2022-07-01,4721,2089,2632
2022-07-02,4721,2089,2632
2022-07-03,4721,2089,2632
2022-07-04,4718,2089,2629
2022-07-05,4720,2089,2631
2022-07-06,4722,2090,2632
2022-07-07,4722,2089,2633
2022-07-08,4725,2090,2635
2022-07-09,4725,2090,2635
2022-07-10,4725,2090,2635
2022-07-11,4726,2090,2636
2022-07-12,4727,2091,2636
2022-07-13,4727,2091,2636
2022-07-14,4727,2091,2636
2022-07-15,4730,2093,2637
2022-07-16,4730,2093,2637
2022-07-17,4730,2093,2637
2022-07-18,4730,2093,2637
2022-07-19,4730,2093,2637
2022-07-20,4730,2093,2637
2022-07-21,4730,2093,2637
2022-07-22,4732,2095,2637
2022-07-23,4732,2095,2637
2022-07-24,4732,2095,2637
2022-07-25,4734,2096,2638
2022-07-26,4735,2096,2639
2022-07-27,4736,2096,2640
2022-07-28,4737,2097,2640
2022-07-29,4740,2099,2641
2022-07-30,4740,2099,2641
2022-07-31,4740,2099,2641
2022-08-01,4741,2099,2642
2022-08-02,4743,2100,2643
2022-08-03,4743,2100,2643
2022-08-04,4744,2100,2644
2022-08-05,4749,2102,2647
2022-08-06,4749,2102,2647
2022-08-07,4749,2102,2647
2022-08-08,4752,2102,2650
2022-08-09,4753,2103,2650
2022-08-10,4755,2103,2652
2022-08-11,4757,2104,2653
2022-08-12,4759,2105,2654
2022-08-13,4759,2105,2654
2022-08-14,4759,2105,2654
2022-08-15,4760,2105,2655
2022-08-16,4762,2106,2656
2022-08-17,4764,2107,2657
2022-08-18,4770,2110,2660
2022-08-19,4773,2110,2663
2022-08-20,4773,2110,2663
2022-08-21,4773,2110,2663
2022-08-22,4774,2111,2663
2022-08-23,4775,2112,2663
2022-08-24,4775,2112,2663
2022-08-25,4778,2114,2664
2022-08-26,4780,2115,2665
2022-08-27,4780,2115,2665
2022-08-28,4780,2115,2665
2022-08-29,4782,2116,2666
2022-08-30,4782,2116,2666
2022-08-31,4787,2118,2669
2022-09-01,4787,2118,2669
2022-09-02,4790,2119,2671
2022-09-03,4790,2119,2671
2022-09-04,4790,2119,2671
2022-09-05,4791,2119,2672
2022-09-06,4791,2119,2672
2022-09-07,4791,2119,2672
2022-09-08,4794,2119,2675
2022-09-09,4799,2121,2678
2022-09-10,4799,2121,2678
2022-09-11,4799,2121,2678
2022-09-12,4799,2121,2678
2022-09-13,4801,2122,2679
2022-09-14,4802,2122,2680
2022-09-15,4803,2123,2680
2022-09-16,4803,2123,2680
2022-09-17,4803,2123,2680
2022-09-18,4803,2123,2680
2022-09-19,4808,2125,2683
2022-09-20,4809,2125,2684
2022-09-21,4813,2127,2686
2022-09-22,4814,2127,2687
2022-09-23,4815,2128,2687
2022-09-24,4815,2128,2687
2022-09-25,4815,2128,2687
2022-09-26,4819,2130,2689
2022-09-27,4821,2132,2689
2022-09-28,4823,2132,2691
2022-09-29,4826,2134,2692
2022-09-30,4829,2134,2695
2022-10-01,4829,2134,2695
2022-10-02,4829,2134,2695
2022-10-03,4829,2134,2695
2022-10-04,4829,2134,2695
2022-10-05,4829,2134,2695
2022-10-06,4829,2134,2695
2022-10-07,4829,2134,2695
2022-10-08,4829,2134,2695
2022-10-09,4829,2134,2695
2022-10-10,4830,2135,2695
2022-10-11,4832,2137,2695
2022-10-12,4834,2138,2696
2022-10-13,4836,2139,2697
2022-10-14,4836,2139,2697
2022-10-15,4836,2139,2697
2022-10-16,4836,2139,2697
2022-10-17,4836,2139,2697
2022-10-18,4838,2141,2697
2022-10-19,4842,2143,2699
2022-10-20,4842,2143,2699
2022-10-21,4842,2143,2699
2022-10-22,4842,2143,2699
2022-10-23,4842,2143,2699
2022-10-24,4842,2143,2699
2022-10-25,4845,2144,2701
2022-10-26,4849,2146,2703
2022-10-27,4849,2146,2703
2022-10-28,4850,2147,2703
2022-10-29,4850,2147,2703
2022-10-30,4850,2147,2703
2022-10-31,4853,2147,2706
2022-11-01,4856,2147,2709
2022-11-02,4856,2147,2709
2022-11-03,4856,2147,2709
2022-11-04,4856,2147,2709
2022-11-05,4856,2147,2709
2022-11-06,4856,2147,2709
2022-11-07,4858,2148,2710
2022-11-08,4859,2149,2710
2022-11-09,4861,2149,2712
2022-11-10,4862,2150,2712
2022-11-11,4863,2150,2713
2022-11-12,4863,2150,2713
2022-11-13,4863,2150,2713
2022-11-14,4864,2150,2714
2022-11-15,4864,2150,2714
2022-11-16,4868,2151,2717
2022-11-17,4868,2151,2717
2022-11-18,4871,2153,2718
2022-11-19,4871,2153,2718
2022-11-20,4871,2153,2718
2022-11-21,4872,2153,2719
2022-11-22,4874,2153,2721
2022-11-23,4874,2153,2721
2022-11-24,4874,2153,2721
2022-11-25,4875,2154,2721
2022-11-26,4875,2154,2721
2022-11-27,4875,2154,2721
2022-11-28,4875,2154,2721
2022-11-29,4875,2154,2721
2022-11-30,4877,2154,2723
2022-12-01,4878,2154,2724
2022-12-02,4879,2155,2724
2022-12-03,4879,2155,2724
2022-12-04,4879,2155,2724
2022-12-05,4880,2155,2725
2022-12-06,4880,2155,2725
2022-12-07,4880,2155,2725
2022-12-08,4883,2157,2726
2022-12-09,4885,2159,2726
2022-12-10,4885,2159,2726
2022-12-11,4885,2159,2726
2022-12-12,4887,2160,2727
2022-12-13,4887,2160,2727
2022-12-14,4887,2160,2727
2022-12-15,4889,2160,2729
