window_id,network_date,regime,industry_a,industry_b,industry_pair,relation,novelty_energy,novelty_energy_share,industry_novelty_rank
2,2024-02-21,R1,新能源,电子,新能源 - 电子,Cross,0.0012677537021628773,0.034141509409320724,7
2,2024-02-21,R1,新能源,银行,新能源 - 银行,Cross,2.9307779589744772e-05,0.0007892793615372249,12
2,2024-02-21,R1,新能源,非银金融,新能源 - 非银金融,Cross,0.0003398100512067243,0.009151326508345383,11
2,2024-02-21,R1,新能源,食品饮料,新能源 - 食品饮料,Cross,2.7200661915968197e-05,0.000732533183030269,13
2,2024-02-21,R1,电子,电子,电子 - 电子,Same,0.0031760451387469668,0.08553315585192864,3
2,2024-02-21,R1,电子,银行,电子 - 银行,Cross,0.0,0.0,14
2,2024-02-21,R1,电子,非银金融,电子 - 非银金融,Cross,0.001438376685426676,0.03873650777423099,6
2,2024-02-21,R1,电子,食品饮料,电子 - 食品饮料,Cross,0.0008409838323578289,0.022648293100265407,8
2,2024-02-21,R1,银行,银行,银行 - 银行,Same,0.00037916741732248985,0.010211248386920857,10
2,2024-02-21,R1,银行,非银金融,银行 - 非银金融,Cross,0.014708324427350894,0.39610564416022964,1
2,2024-02-21,R1,银行,食品饮料,银行 - 食品饮料,Cross,0.003147751958227534,0.08477120036540488,4
2,2024-02-21,R1,非银金融,非银金融,非银金融 - 非银金融,Same,0.00046308502193329363,0.012471209199923726,9
2,2024-02-21,R1,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.00911253581110886,0.24540707442380946,2
2,2024-02-21,R1,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0022019848202640617,0.059301018275052984,5
3,2024-03-20,R1,新能源,电子,新能源 - 电子,Cross,0.002544738236829952,0.09821125895562523,5
3,2024-03-20,R1,新能源,银行,新能源 - 银行,Cross,0.00010532440657101383,0.004064874892978873,13
3,2024-03-20,R1,新能源,非银金融,新能源 - 非银金融,Cross,0.0007922083483585554,0.030574374260345333,8
3,2024-03-20,R1,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0003258365349186914,0.012575288037471192,11
3,2024-03-20,R1,电子,电子,电子 - 电子,Same,0.0026592674984491135,0.10263138469118538,4
3,2024-03-20,R1,电子,银行,电子 - 银行,Cross,0.0,0.0,14
3,2024-03-20,R1,电子,非银金融,电子 - 非银金融,Cross,0.0003889446829898847,0.015010874764124394,10
3,2024-03-20,R1,电子,食品饮料,电子 - 食品饮料,Cross,0.0007694745328720355,0.029696988678016296,9
3,2024-03-20,R1,银行,银行,银行 - 银行,Same,0.0025168985867476687,0.09713681953238965,6
3,2024-03-20,R1,银行,非银金融,银行 - 非银金融,Cross,0.006487278867724676,0.25036910106288396,1
3,2024-03-20,R1,银行,食品饮料,银行 - 食品饮料,Cross,0.0036453518955637254,0.14068818309798994,2
3,2024-03-20,R1,非银金融,非银金融,非银金融 - 非银金融,Same,0.00028725284897102043,0.011086194850114629,12
3,2024-03-20,R1,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.002118837016098223,0.08177408892633871,7
3,2024-03-20,R1,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0032694471101032555,0.1261805682505364,3
4,2024-04-19,R1,新能源,电子,新能源 - 电子,Cross,0.005302151510843757,0.26246244485908216,1
4,2024-04-19,R1,新能源,银行,新能源 - 银行,Cross,4.2397449315257995e-05,0.0020987212795246625,13
4,2024-04-19,R1,新能源,非银金融,新能源 - 非银金融,Cross,0.0009203117691104123,0.04555646447660024,10
4,2024-04-19,R1,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0009876568026287848,0.04889011914682224,8
4,2024-04-19,R1,电子,电子,电子 - 电子,Same,0.0015745060084768328,0.07793981284483928,5
4,2024-04-19,R1,电子,银行,电子 - 银行,Cross,0.0,0.0,14
4,2024-04-19,R1,电子,非银金融,电子 - 非银金融,Cross,0.0010726780803910845,0.05309876772672395,7
4,2024-04-19,R1,电子,食品饮料,电子 - 食品饮料,Cross,0.00028810560623623844,0.014261550549003056,11
4,2024-04-19,R1,银行,银行,银行 - 银行,Same,0.000983959961739647,0.048707121377702715,9
4,2024-04-19,R1,银行,非银金融,银行 - 非银金融,Cross,0.0036421118968912583,0.1802886226380787,2
4,2024-04-19,R1,银行,食品饮料,银行 - 食品饮料,Cross,0.002535876644810516,0.12552873728651684,3
4,2024-04-19,R1,非银金融,非银金融,非银金融 - 非银金融,Same,7.719903806277223e-05,0.0038214389440372996,12
4,2024-04-19,R1,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.001594999470144267,0.0789542621758062,4
4,2024-04-19,R1,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0011796083646790204,0.058391936695262575,6
5,2024-05-22,R1,新能源,电子,新能源 - 电子,Cross,0.004591210551089699,0.05322460815331455,6
5,2024-05-22,R1,新能源,银行,新能源 - 银行,Cross,0.0011064926565794895,0.012827257085167989,11
5,2024-05-22,R1,新能源,非银金融,新能源 - 非银金融,Cross,0.0038574284491031284,0.044718079338407296,7
5,2024-05-22,R1,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0006802444950473922,0.007885882447441563,12
5,2024-05-22,R1,电子,电子,电子 - 电子,Same,0.0062693125657051684,0.07267837120236428,4
5,2024-05-22,R1,电子,银行,电子 - 银行,Cross,0.0,0.0,14
5,2024-05-22,R1,电子,非银金融,电子 - 非银金融,Cross,0.0074697154868113465,0.08659430348013933,3
5,2024-05-22,R1,电子,食品饮料,电子 - 食品饮料,Cross,0.0011940755939666065,0.01384258135999115,10
5,2024-05-22,R1,银行,银行,银行 - 银行,Same,0.0017069575320084716,0.01978827691836884,9
5,2024-05-22,R1,银行,非银金融,银行 - 非银金融,Cross,0.04300840061008143,0.4985842501231079,1
5,2024-05-22,R1,银行,食品饮料,银行 - 食品饮料,Cross,0.009319071857605672,0.10803336994769694,2
5,2024-05-22,R1,非银金融,非银金融,非银金融 - 非银金融,Same,2.3010007595728125e-05,0.0002667485240023996,13
5,2024-05-22,R1,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.0051244991741182504,0.05940687265141702,5
5,2024-05-22,R1,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0019106303804750189,0.02214939876858076,8
6,2024-06-20,R1,新能源,电子,新能源 - 电子,Cross,0.004946231757323155,0.06542240948112905,7
6,2024-06-20,R1,新能源,银行,新能源 - 银行,Cross,0.0008512740790839977,0.011259561645094535,11
6,2024-06-20,R1,新能源,非银金融,新能源 - 非银金融,Cross,0.007883423462332242,0.10427181401321146,3
6,2024-06-20,R1,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0010605031604691477,0.014026975569335663,10
6,2024-06-20,R1,电子,电子,电子 - 电子,Same,0.005300206096206413,0.0701043280163748,6
6,2024-06-20,R1,电子,银行,电子 - 银行,Cross,0.0,0.0,14
6,2024-06-20,R1,电子,非银金融,电子 - 非银金融,Cross,0.011638559128432785,0.1539399321399237,2
6,2024-06-20,R1,电子,食品饮料,电子 - 食品饮料,Cross,0.0003604370493175076,0.00476739897957824,12
6,2024-06-20,R1,银行,银行,银行 - 银行,Same,0.001075647848074679,0.014227290071891252,9
6,2024-06-20,R1,银行,非银金融,银行 - 非银金融,Cross,0.02735479382693838,0.3618141265556761,1
6,2024-06-20,R1,银行,食品饮料,银行 - 食品饮料,Cross,0.0057118197322929025,0.07554862524490587,4
6,2024-06-20,R1,非银金融,非银金融,非银金融 - 非银金融,Same,2.5321638160176222e-06,3.349221511902157e-05,13
6,2024-06-20,R1,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.005522374075175602,0.07304288108198838,5
6,2024-06-20,R1,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0038967465289640934,0.05154116498577191,8
7,2024-07-18,R1,新能源,电子,新能源 - 电子,Cross,0.004097426835864183,0.05591399811000816,7
7,2024-07-18,R1,新能源,银行,新能源 - 银行,Cross,3.743075964127697e-05,0.0005107848187842306,13
7,2024-07-18,R1,新能源,非银金融,新能源 - 非银金融,Cross,0.0055927735004816445,0.07631968536899579,5
7,2024-07-18,R1,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0010230492874347737,0.013960658290072573,11
7,2024-07-18,R1,电子,电子,电子 - 电子,Same,0.014061721499710878,0.19188800699902403,2
7,2024-07-18,R1,电子,银行,电子 - 银行,Cross,0.0,0.0,14
7,2024-07-18,R1,电子,非银金融,电子 - 非银金融,Cross,0.010849833312488812,0.14805817983579778,3
7,2024-07-18,R1,电子,食品饮料,电子 - 食品饮料,Cross,0.0020684581456624487,0.028226438074472254,9
7,2024-07-18,R1,银行,银行,银行 - 银行,Same,0.0018937546255919692,0.02584241203024093,10
7,2024-07-18,R1,银行,非银金融,银行 - 非银金融,Cross,0.0175361496726427,0.23930048758177883,1
7,2024-07-18,R1,银行,食品饮料,银行 - 食品饮料,Cross,0.007430379880076928,0.10139589142502393,4
7,2024-07-18,R1,非银金融,非银金融,非银金融 - 非银金融,Same,0.0001527022744927241,0.002083794300522109,12
7,2024-07-18,R1,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.005141481479997833,0.07016129811982563,6
7,2024-07-18,R1,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.003395716044017394,0.04633836504545374,8
8,2024-08-15,R2,新能源,电子,新能源 - 电子,Cross,0.003132297543754851,0.04384991771493543,8
8,2024-08-15,R2,新能源,银行,新能源 - 银行,Cross,0.0013243029412361544,0.0185392907894823,10
8,2024-08-15,R2,新能源,非银金融,新能源 - 非银金融,Cross,0.009766282372592186,0.13672094443033816,3
8,2024-08-15,R2,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0008394659654695558,0.011751921072671192,12
8,2024-08-15,R2,电子,电子,电子 - 电子,Same,0.011849788041769265,0.16588852856811342,2
8,2024-08-15,R2,电子,银行,电子 - 银行,Cross,0.0,0.0,14
8,2024-08-15,R2,电子,非银金融,电子 - 非银金融,Cross,0.0066462538962474334,0.09304278485423104,5
8,2024-08-15,R2,电子,食品饮料,电子 - 食品饮料,Cross,0.00392879563312676,0.055000319358194834,7
8,2024-08-15,R2,银行,银行,银行 - 银行,Same,0.00181960361410676,0.025473144756462913,9
8,2024-08-15,R2,银行,非银金融,银行 - 非银金融,Cross,0.017762488454512573,0.2486620910889512,1
8,2024-08-15,R2,银行,食品饮料,银行 - 食品饮料,Cross,0.005141668918761594,0.07197967493690396,6
8,2024-08-15,R2,非银金融,非银金融,非银金融 - 非银金融,Same,0.0005815721805566063,0.008141593161718693,13
8,2024-08-15,R2,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.007472827785427236,0.10461422611086194,4
8,2024-08-15,R2,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0011668857553070939,0.016335563157135045,11
9,2024-09-12,R2,新能源,电子,新能源 - 电子,Cross,0.002180954607751471,0.021167174429495523,11
9,2024-09-12,R2,新能源,银行,新能源 - 银行,Cross,0.006684119719402303,0.06487247717369363,7
9,2024-09-12,R2,新能源,非银金融,新能源 - 非银金融,Cross,0.010190284375790542,0.09890142880639963,5
9,2024-09-12,R2,新能源,食品饮料,新能源 - 食品饮料,Cross,0.000598231284063215,0.005806111642095279,12
9,2024-09-12,R2,电子,电子,电子 - 电子,Same,0.011986368373362859,0.11633325573737588,3
9,2024-09-12,R2,电子,银行,电子 - 银行,Cross,0.0004562545095766055,0.004428161298785028,14
9,2024-09-12,R2,电子,非银金融,电子 - 非银金融,Cross,0.016349821944461444,0.15868259328258624,2
9,2024-09-12,R2,电子,食品饮料,电子 - 食品饮料,Cross,0.006140779437740428,0.059599108128949745,8
9,2024-09-12,R2,银行,银行,银行 - 银行,Same,0.00504400614410474,0.04895441541802082,9
9,2024-09-12,R2,银行,非银金融,银行 - 非银金融,Cross,0.019922008431853253,0.1933523173587169,1
9,2024-09-12,R2,银行,食品饮料,银行 - 食品饮料,Cross,0.008486943308671209,0.08236971496307026,6
9,2024-09-12,R2,非银金融,非银金融,非银金融 - 非银金融,Same,0.0005580907651871354,0.005416529318042958,13
9,2024-09-12,R2,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.011255732751640893,0.10924209868420987,4
9,2024-09-12,R2,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.0031811582298601295,0.030874613758558253,10
10,2024-10-21,R2,新能源,电子,新能源 - 电子,Cross,0.005131807631609886,0.031151761856740803,12
10,2024-10-21,R2,新能源,银行,新能源 - 银行,Cross,0.0007621574375581831,0.004626546569265712,14
10,2024-10-21,R2,新能源,非银金融,新能源 - 非银金融,Cross,0.006311102870602606,0.038310472214004285,10
10,2024-10-21,R2,新能源,食品饮料,新能源 - 食品饮料,Cross,0.005448818544076394,0.03307612246416419,11
10,2024-10-21,R2,电子,电子,电子 - 电子,Same,0.014790343821018837,0.08978225638344074,4
10,2024-10-21,R2,电子,银行,电子 - 银行,Cross,0.0035510461793046436,0.021556019410900018,13
10,2024-10-21,R2,电子,非银金融,电子 - 非银金融,Cross,0.028056946237460002,0.1703149007833223,2
10,2024-10-21,R2,电子,食品饮料,电子 - 食品饮料,Cross,0.007595953577357867,0.04610993901236296,7
10,2024-10-21,R2,银行,银行,银行 - 银行,Same,0.0068327128281221745,0.04147681638455863,9
10,2024-10-21,R2,银行,非银金融,银行 - 非银金融,Cross,0.019877144150993176,0.12066080910160648,3
10,2024-10-21,R2,银行,食品饮料,银行 - 食品饮料,Cross,0.007568895568194544,0.04594568798849734,8
10,2024-10-21,R2,非银金融,非银金融,非银金融 - 非银金融,Same,0.013670139080793814,0.08298224480792211,5
10,2024-10-21,R2,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.012660091651572768,0.07685092437702815,6
10,2024-10-21,R2,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.03247855120423693,0.19715549864618623,1
11,2024-11-18,R2,新能源,电子,新能源 - 电子,Cross,0.014285334408750388,0.08372810884994664,5
11,2024-11-18,R2,新能源,银行,新能源 - 银行,Cross,0.002059880537320173,0.012073214172780213,13
11,2024-11-18,R2,新能源,非银金融,新能源 - 非银金融,Cross,0.0010620741518626068,0.0062249477435681435,14
11,2024-11-18,R2,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0051109447701845525,0.029955878371454303,11
11,2024-11-18,R2,电子,电子,电子 - 电子,Same,0.01990459572628664,0.11666329326976492,3
11,2024-11-18,R2,电子,银行,电子 - 银行,Cross,0.0033964538360519636,0.019907035309903794,12
11,2024-11-18,R2,电子,非银金融,电子 - 非银金融,Cross,0.03438516124499409,0.201535675761312,1
11,2024-11-18,R2,电子,食品饮料,电子 - 食品饮料,Cross,0.00746119748579635,0.04373099973487787,8
11,2024-11-18,R2,银行,银行,银行 - 银行,Same,0.0053864536006737775,0.031570669645377386,10
11,2024-11-18,R2,银行,非银金融,银行 - 非银金融,Cross,0.016739082227843715,0.09810982779392316,4
11,2024-11-18,R2,银行,食品饮料,银行 - 食品饮料,Cross,0.00633733858873998,0.037143923970863746,9
11,2024-11-18,R2,非银金融,非银金融,非银金融 - 非银金融,Same,0.012281780320567327,0.0719850309504618,6
11,2024-11-18,R2,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.010999745133144688,0.06447086441780908,7
11,2024-11-18,R2,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.031205711804429638,0.1829005300079569,2
12,2024-12-16,R2,新能源,电子,新能源 - 电子,Cross,0.010113639530101753,0.06744345892423205,6
12,2024-12-16,R2,新能源,银行,新能源 - 银行,Cross,0.0018672265235179003,0.012451720764448592,13
12,2024-12-16,R2,新能源,非银金融,新能源 - 非银金融,Cross,0.0009529222051515327,0.006354623319314547,14
12,2024-12-16,R2,新能源,食品饮料,新能源 - 食品饮料,Cross,0.00523719394855266,0.034924566363687105,10
