analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,scope,portfolio_scope,liquidity_basis,participation_cap,target_executable_share,execution_days,trade_name_n,total_abs_trade_weight,zero_adv_trade_weight_share,capacity_status,capacity_cny,capacity_yi_cny,baseline_executable_share,coverage_at_capacity,root_upper_bracket_cny,root_iterations,name_capacity_p10_cny,name_capacity_p50_cny,name_capacity_p90_cny,gross_notional_at_capacity_cny
2016-11-30,2016-10-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,767,1.2043728249813799,0.031889620988026696,PASS,1522339333.6559348,15.223393336559347,0.9681103790119734,0.9500000000001578,1522339333.6672416,39,1615570471.756,4076522839.803106,120665387706.07616,1522339333.6559348
2016-12-30,2016-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,762,1.1827663159358692,0.022625789868017877,PASS,1034364833.7737935,10.343648337737935,0.9773742101319821,0.9500000000002176,1034364833.782106,39,999792781.3478719,2894416383.820724,61445273108.900635,1034364833.7737935
2017-01-26,2016-12-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,745,1.0704400589041774,0.025051468879707568,PASS,900119800.307693,9.00119800307693,0.9749485311202923,0.9500000000004658,900119800.3151429,39,892978453.939449,2961443243.0996947,77673790302.47041,900119800.307693
2017-02-28,2017-01-26,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,742,1.0139666480698433,0.029700516065680874,PASS,864617195.7764082,8.646171957764082,0.9702994839343193,0.950000000000124,864617195.7809536,40,955233044.6980724,3698484040.2017593,159918851628.4687,864617195.7764082
2017-03-31,2017-02-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,765,1.0612696133751913,0.03467627066478412,PASS,1047005502.1178334,10.470055021178334,0.965323729335216,0.9500000000000495,1047005502.1230707,40,1219168590.4163928,4390101339.885138,90745377242.74654,1047005502.1178334
2017-04-28,2017-03-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,822,1.245120028463754,0.046900128383795925,PASS,715000711.1586595,7.150007111586595,0.9530998716162044,0.9500000000001089,715000711.1629648,40,1024140043.558379,3118439827.922004,57263340133.18939,715000711.1586595
2017-05-31,2017-04-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,756,0.9938697872559672,0.036666302130514694,PASS,597822821.0831492,5.978228210831492,0.9633336978694854,0.950000000000232,597822821.0868504,40,711496809.701251,2918426300.50255,61325393028.33626,597822821.0831492
2017-06-30,2017-05-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,753,0.9466157566763354,0.028779289721871614,PASS,545579848.9293832,5.455798489293832,0.9712207102781285,0.9500000000003348,545579848.9332852,40,655212232.1995633,3520558085.0732336,97120739903.11942,545579848.9293832
2017-07-31,2017-06-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,825,1.1630183157465988,0.03325264376780458,PASS,533766358.4061701,5.337663584061701,0.9667473562321954,0.9500000000004314,533766358.41039383,40,665446711.0761095,3023816830.9170895,76599769312.34514,533766358.4061701
2017-08-31,2017-07-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,836,1.1426181943385587,0.01993549998349313,PASS,686879020.3224068,6.8687902032240675,0.9800645000165069,0.950000000000127,686879020.3270545,40,747645199.1274011,3136545265.88993,86291680846.02536,686879020.3224068
2017-09-29,2017-08-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,827,1.048270274193507,0.027233269696065543,PASS,863447253.5139828,8.634472535139828,0.9727667303039347,0.9500000000002464,863447253.5198323,40,990377145.9436717,4182690500.359567,112550701243.5575,863447253.5139828
2017-10-31,2017-09-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,860,1.0925042365208057,0.014809426016655641,PASS,775922248.7531248,7.7592224875312485,0.9851905739833444,0.9500000000002016,775922248.7580013,40,790022221.2744746,3730987131.619691,86056494498.41365,775922248.7531248
2017-11-30,2017-10-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,895,1.1731939340936912,0.025210765049543116,PASS,589179583.3302323,5.891795833302322,0.9747892349504568,0.9500000000003475,589179583.3349829,40,642984517.9233981,3074856472.8668823,63951461733.87804,589179583.3302323
2017-12-29,2017-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,865,1.0406735168665264,0.033724375988600064,PASS,375420261.81137526,3.7542026181137524,0.9662756240113997,0.9500000000003663,375420261.8148695,40,482147478.9138485,2758351581.954972,56704535978.92881,375420261.81137526
2018-01-31,2017-12-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,896,1.1132927386622335,0.027206153007658405,PASS,520125771.2126154,5.201257712126154,0.9727938469923414,0.9500000000001136,520125771.2170562,40,635744234.4950734,2850308713.0147457,63027768116.902565,520125771.2126154
2018-02-28,2018-01-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,888,1.1002541973328475,0.05325515827604588,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9467448417239541,0.9467448417239541,0.0,0,477776293.2800001,2290953912.8565764,64150165101.634315,0.0
2018-03-30,2018-02-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,881,1.0839634739795188,0.016855274413322286,PASS,591644911.4453082,5.916449114453082,0.9831447255866776,0.9500000000004654,591644911.4500654,40,682900307.7229023,2969417950.2643776,70417444267.9206,591644911.4453082
2018-04-27,2018-03-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,857,0.9584204512125594,0.020332506002098998,PASS,586356208.4226053,5.863562084226053,0.979667493997901,0.9500000000003042,586356208.4275402,40,712949731.4417527,4382197956.125514,86450777143.40205,586356208.4226053
2018-05-31,2018-04-27,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,908,1.0767874308994203,0.013917516249035745,PASS,583293797.5109665,5.832937975109665,0.9860824837509643,0.9500000000002989,583293797.5150845,40,629358832.4581925,3234911183.6914015,54957403832.460464,583293797.5109665
2018-06-29,2018-05-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,921,1.0553280892864825,0.04012811651877839,PASS,266163924.68946165,2.6616392468946164,0.9598718834812217,0.950000000000027,266163924.6909476,41,459667776.19469476,2524877714.202161,55227486651.82971,266163924.68946165
2018-07-31,2018-06-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,944,1.088855343146529,0.0015428804288440498,PASS,465616879.0569543,4.656168790569543,0.9984571195711558,0.950000000000452,465616879.06015813,40,425627129.7286775,2445821019.7575,50970968814.92458,465616879.0569543
2018-08-31,2018-07-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,933,0.9703545316413782,0.004545981942882424,PASS,362251337.83691084,3.6225133783691086,0.9954540180571174,0.9500000000007375,362251337.8397481,40,355464014.271302,2447604866.4340677,46799693673.4684,362251337.83691084
2018-09-28,2018-08-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,992,1.062483331260852,0.005817358398219976,PASS,331937334.8656769,3.319373348656769,0.9941826416017798,0.9500000000007482,331937334.86832875,40,328664624.4878813,2061794720.271157,52806965902.96834,331937334.8656769
2018-10-31,2018-09-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1005,1.0647041365072396,0.016111578037741183,PASS,318072193.052387,3.18072193052387,0.983888421962259,0.9500000000000699,318072193.05522174,40,357922209.6173117,2098151531.00098,44306533667.37913,318072193.052387
2018-11-30,2018-10-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,991,1.0017694332993825,0.0030703590684921667,PASS,686255939.8393981,6.862559398393982,0.9969296409315078,0.9500000000002093,686255939.8434222,40,647705515.9884927,3419608402.912579,68016391222.92904,686255939.8393981
2018-12-28,2018-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,966,0.9000285804372766,0.0034766320765452032,PASS,498573706.63742846,4.985737066374285,0.9965233679234549,0.9500000000006144,498573706.6409148,40,507169948.73549384,3322335175.4925003,61750283541.84479,498573706.63742846
2019-01-31,2018-12-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1085,1.1908989072857263,0.00021611929383279747,PASS,523034468.9037796,5.230344689037796,0.9997838807061672,0.9500000000003658,523034468.9069458,40,466843197.47678286,2167752959.695,36813895067.75941,523034468.9037796
2019-02-28,2019-01-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1035,1.0130330936221292,0.0014122097032442818,PASS,893647106.9481244,8.936471069481245,0.9985877902967559,0.9500000000001066,893647106.9539661,40,831693480.7836916,4525863464.018188,98634185069.8926,893647106.9481244
2019-03-29,2019-02-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1094,1.1693834171685653,0.006403688994296282,PASS,1947605925.9961948,19.47605925996195,0.9935963110057039,0.950000000000393,1947605926.0060077,40,1813880998.0926647,6787073646.367235,121254222282.44394,1947605925.9961948
2019-04-30,2019-03-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1061,1.0856680029808554,0.011839718936289944,PASS,1473128168.0270686,14.731281680270687,0.9881602810637102,0.9500000000001634,1473128168.0359702,40,1474218611.7459416,6231328302.2288685,137961082709.6662,1473128168.0270686
2019-05-31,2019-04-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1021,0.9730204859282958,0.00468511079413242,PASS,736623568.8571963,7.3662356885719635,0.9953148892058677,0.9500000000006437,736623568.8628476,40,754494458.866912,4118422808.7065125,82033961555.94398,736623568.8571963
2019-06-28,2019-05-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1059,1.0688587304280421,0.0013368525522413548,PASS,690681125.2569984,6.906811252569984,0.9986631474477587,0.9500000000006481,690681125.2623408,40,657935063.7705001,3589578635.9144115,69555599976.20982,690681125.2569984
2019-07-31,2019-06-28,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,1122,1.2332193028881901,0.0022463012559931017,PASS,515652269.4050202,5.156522694050202,0.9977536987440068,0.9500000000004185,515652269.40877235,40,475665141.2626447,2229471510.7138615,42817147653.491745,515652269.4050202
