analysis_date,window,window_start,industry_level,is_main_industry_level,stock_valid_ratio,pair_valid_ratio,required_stock_days,required_pair_days,current_pit_count,eligible_stock_count,sampled_pair_count,valid_corr_pair_count,valid_industry_pair_count,industry_valid_stock_count,industry_class_count,exact_total_pair_count,exact_same_pair_count,exact_cross_pair_count,exact_same_pair_share,same_pair_count,same_mean_corr,same_median_corr,same_std_corr,same_mean_abs_corr,same_q10_corr,same_q25_corr,same_q50_corr,same_q75_corr,same_q90_corr,same_q95_corr,same_q99_corr,same_share_negative,same_share_gt_0_3,same_share_gt_0_5,cross_pair_count,cross_mean_corr,cross_median_corr,cross_std_corr,cross_mean_abs_corr,cross_q10_corr,cross_q25_corr,cross_q50_corr,cross_q75_corr,cross_q90_corr,cross_q95_corr,cross_q99_corr,cross_share_negative,cross_share_gt_0_3,cross_share_gt_0_5,same_minus_cross_mean_corr,same_minus_cross_median_corr,same_minus_cross_mean_abs_corr,same_to_cross_mean_corr_ratio,same_pair_sample_warning,sample_same_pair_share,sample_same_share_minus_exact,top5_corr_threshold,top5_same_share,top5_same_enrichment,top1_corr_threshold,top1_same_share,top1_same_enrichment,top1_abs_corr_threshold,top1_abs_same_share,top1_abs_same_enrichment,industry_change_event_count,industry_change_stock_count,max_daily_industry_change_count,industry_revision_alert,raw_mean_corr,raw_median_corr,raw_mean_abs_corr,pca_pc1_evr,pca_pc1_5_evr,ew_r2_mean,ew_r2_median,vw_r2_mean,vw_r2_median
2015-04-30,60,2015-01-29,industry_id1,True,0.9,0.9,54,54,2695,1993,20000,19804,19804,1993,28,1985028,95864,1889164,0.04829352533062506,964,0.3195150987060246,0.32416793443073083,0.1761646558173791,0.32533241223634146,0.08212706978487454,0.2092450669065531,0.32416793443073083,0.44155218671399055,0.5426986105036847,0.5944686725245688,0.7072765424649801,0.04253112033195021,0.5601659751037344,0.1545643153526971,18840,0.27252001084798994,0.2797219659265181,0.1623476314782925,0.2804134944734377,0.06000038331734948,0.16465130005347092,0.2797219659265181,0.38564137738141324,0.4758267319902354,0.5272278111383184,0.6211602331409855,0.05313163481953291,0.45196390658174096,0.07346072186836518,0.04699508785803469,0.04444596850421273,0.04491891776290374,1.1724463745315505,False,0.04867703494243587,0.00038350961181081444,0.5320681686743933,0.10696266397578204,2.214844810841595,0.6267515572542947,0.1457286432160804,3.017560681652441,0.6267515572542947,0.1457286432160804,3.017560681652441,3,3,2,False,0.2748075923817783,0.2820052442504999,0.2826000142029589,0.2942432247252613,0.4371975760582822,0.2957785620850047,0.2874233639891255,0.2049359309949964,0.1895031191894773
2015-04-30,60,2015-01-29,industry_id2,False,0.9,0.9,54,54,2695,1993,20000,19804,19804,1993,102,1985028,36915,1948113,0.018596715008554036,346,0.3371709043145282,0.3325308105015963,0.18305411870757776,0.34236197235771637,0.10416472005161431,0.2220243066885039,0.3325308105015963,0.4553685108559261,0.5838530737100853,0.6461236952337887,0.7306068750524608,0.046242774566473986,0.5838150289017341,0.1791907514450867,19458,0.27369865487901696,0.28104010751741837,0.16277326820535973,0.28153733368484063,0.06046051521063024,0.1652844527752305,0.28104010751741837,0.3873634439682029,0.4774205237626412,0.5296669276868777,0.6223418862608645,0.05272895467160037,0.45497995683009557,0.07559872545996506,0.06347224943551122,0.051490702984177905,0.06082463867287574,1.2319055950916817,False,0.017471217935770552,-0.0011254970727834837,0.5320681686743933,0.04944500504540868,2.658803182318231,0.6267515572542947,0.10050251256281408,5.404315359814105,0.6267515572542947,0.10050251256281408,5.404315359814105,3,3,2,False,0.2748075923817783,0.2820052442504999,0.2826000142029589,0.2942432247252613,0.4371975760582822,0.2957785620850047,0.2874233639891255,0.2049359309949964,0.1895031191894773
2015-05-29,60,2015-03-05,industry_id1,True,0.9,0.9,54,54,2736,1914,20000,19730,19730,1914,28,1830741,87620,1743121,0.04786040188098699,973,0.3907144915884218,0.39360121060303904,0.15080395272788905,0.39170468234426187,0.20334802532117796,0.2884643331586233,0.39360121060303904,0.49243714792176907,0.5738426365852171,0.6321342620956483,0.7411561885465341,0.006166495375128468,0.7297019527235354,0.23227132579650564,18757,0.3414330947856366,0.3501159392097764,0.15058615336009717,0.34380464656454984,0.14252917563388684,0.2444383302470783,0.3501159392097764,0.44737624492625533,0.5288115735749405,0.5717456208297291,0.6524811225103461,0.01770005864477262,0.627499067014981,0.14309324518846298,0.049281396802785205,0.04348527139326264,0.047900035779712025,1.1443369068652403,False,0.04931576279776989,0.0014553609167829024,0.5742771788205437,0.09827760891590678,2.0534221413412017,0.6579641892630286,0.17676767676767677,3.6934014304192346,0.6579641892630286,0.17676767676767677,3.6934014304192346,2,2,2,False,0.3438634444607055,0.3522881697258657,0.3461668733670667,0.3534149988075321,0.4842777009883465,0.3581646785242189,0.3617135347836932,0.2942207169806272,0.2910209055313097
2015-05-29,60,2015-03-05,industry_id2,False,0.9,0.9,54,54,2736,1914,20000,19730,19730,1914,102,1830741,33998,1796743,0.01857062249657379,391,0.40520160382060005,0.410461254177399,0.15470555747839546,0.4056260772026469,0.2110390424133596,0.30345039826186376,0.410461254177399,0.5011217980458278,0.5936816325612749,0.6613101931984389,0.7860826289345659,0.0025575447570332483,0.7595907928388747,0.2557544757033248,19339,0.3426232965570022,0.35139486791218566,0.1506409244415649,0.34496471458431116,0.14410949516564622,0.24559859498807451,0.35139486791218566,0.448898778922704,0.5302836045976663,0.5729537557081705,0.653880353497826,0.017425926883499664,0.6299705258803454,0.14530223899891412,0.06257830726359787,0.05906638626521332,0.06066136261833571,1.182644635938195,False,0.019817536746071972,0.0012469142494981808,0.5742771788205437,0.0486322188449848,2.6187716030497774,0.6579641892630286,0.10606060606060606,5.711203600211777,0.6579641892630286,0.10606060606060606,5.711203600211777,2,2,2,False,0.3438634444607055,0.3522881697258657,0.3461668733670667,0.3534149988075321,0.4842777009883465,0.3581646785242189,0.3617135347836932,0.2942207169806272,0.2910209055313097
2015-06-30,60,2015-04-03,industry_id1,True,0.9,0.9,54,54,2779,1802,20000,19644,19644,1802,28,1622701,77627,1545074,0.047838141469069166,939,0.527996047571689,0.5440612134915094,0.1392044744491762,0.5281109972815867,0.3543432384249159,0.4455022980508206,0.5440612134915094,0.6251284128557308,0.6872468911017854,0.7319219653474882,0.7984456499583146,0.0010649627263045794,0.9446219382321619,0.6208732694355698,18705,0.4981117287570651,0.5116882139394183,0.13552913852206874,0.49820275183883184,0.31650816244935565,0.4157320061718023,0.5116882139394183,0.5951300327977143,0.6598201274296824,0.6978046606489797,0.7582246907541683,0.00090884790163058,0.914087142475274,0.5347233360064154,0.029884318814623945,0.03237299955209105,0.02990824544275489,1.0599952120966798,False,0.04780085522296885,-3.7286246100318166e-05,0.6991983396864447,0.08138351983723296,1.7012266224818395,0.7609086371487762,0.1319796954314721,2.7588800772456126,0.7609086371487762,0.1319796954314721,2.7588800772456126,2,2,1,False,0.49954022475416,0.5131739309782815,0.499632391549214,0.5063615674788057,0.6118822019804396,0.5117484740115784,0.5292226714067612,0.4556530724466782,0.4631337422167997
2015-06-30,60,2015-04-03,industry_id2,False,0.9,0.9,54,54,2779,1802,20000,19644,19644,1802,102,1622701,30277,1592424,0.018658397326432905,353,0.5432634264700545,0.5587194915349634,0.13604779613090037,0.5432634264700545,0.3695490343175194,0.4554430720006346,0.5587194915349634,0.6419797186338114,0.6929406307834868,0.7371785640002536,0.8007610539297164,0.0,0.9603399433427762,0.6628895184135978,19291,0.49874014750540613,0.5122725921413065,0.13572195086083166,0.49883400083193347,0.3170695079363358,0.41637363999770494,0.5122725921413065,0.5957449966775712,0.6603660820480249,0.6986433056649282,0.7599582259794151,0.0009330776009538127,0.914727074801721,0.5365714581929397,0.044523278964648416,0.04644689939365687,0.04442942563812108,1.089271495762562,False,0.017969863571574016,-0.0006885337548588888,0.6991983396864447,0.0335707019328586,1.7992275191449476,0.7609086371487762,0.050761421319796954,2.7205670686347996,0.7609086371487762,0.050761421319796954,2.7205670686347996,2,2,1,False,0.49954022475416,0.5131739309782815,0.499632391549214,0.5063615674788057,0.6118822019804396,0.5117484740115784,0.5292226714067612,0.4556530724466782,0.4631337422167997
2015-07-31,60,2015-05-08,industry_id1,True,0.9,0.9,54,54,2783,1572,20000,18786,18786,1572,28,1234806,58777,1176029,0.04760018982738989,920,0.664437683279631,0.6779983832352259,0.11838264543465776,0.664437683279631,0.5145768243470642,0.5901289048001064,0.6779983832352259,0.7493869661495777,0.804994762527761,0.8323780934752849,0.8751264811259217,0.0,0.9902173913043478,0.9206521739130434,17866,0.6354494177087199,0.656170565476828,0.13500205267159293,0.635488729535648,0.4592106740467611,0.5622817989308114,0.656170565476828,0.7312952516892828,0.7879575282027271,0.8165561542821158,0.8613282996944973,0.0003358334266203963,0.9778349938430538,0.855087876413299,0.028988265570911165,0.021827817758397927,0.028948953743983097,1.0456185256655612,False,0.04897263919940381,0.0013724493720139244,0.8172129599161907,0.06702127659574468,1.4080043974358185,0.8619534339877516,0.09042553191489362,1.8996884727308665,0.8619534339877516,0.09042553191489362,1.8996884727308665,62,61,59,False,0.6368690495795406,0.6572913793087369,0.6369064362025522,0.6216694342971613,0.7409242868412218,0.6562406350290502,0.6842608260884029,0.5378989788922083,0.5447511172466322
2015-07-31,60,2015-05-08,industry_id2,False,0.9,0.9,54,54,2783,1572,20000,18786,18786,1572,103,1234806,22848,1211958,0.01850331145135349,362,0.674980001497346,0.6882304982611771,0.11620413446942943,0.674980001497346,0.522776496681951,0.5991418854938914,0.6882304982611771,0.7559140417516771,0.813744989916569,0.8374308661355769,0.8800575401911065,0.0,0.994475138121547,0.9337016574585635,18424,0.6361202347405129,0.6564790776233553,0.13460620169989448,0.6361583559465428,0.4603455470744864,0.5630642148208037,0.6564790776233553,0.7315669080461791,0.7883679050585718,0.8165977423641926,0.861668585048234,0.0003256621797655232,0.978126356925749,0.8568171949630916,0.038859766756833114,0.03175142063782177,0.03882164555080325,1.061088713476761,False,0.01926966890237411,0.0007663574510206189,0.8172129599161907,0.036170212765957444,1.9547967325227964,0.8619534339877516,0.0425531914893617,2.2997608617915253,0.8619534339877516,0.0425531914893617,2.2997608617915253,66,65,63,False,0.6368690495795406,0.6572913793087369,0.6369064362025522,0.6216694342971613,0.7409242868412218,0.6562406350290502,0.6842608260884029,0.5378989788922083,0.5447511172466322
2015-08-31,60,2015-06-08,industry_id1,True,0.9,0.9,54,54,2783,1645,20000,18832,18832,1645,28,1352190,66195,1285995,0.04895391919774588,948,0.7154358367169154,0.7330367707559498,0.11803648380285835,0.7154358367169154,0.5509915174428539,0.645922724253337,0.7330367707559498,0.803593113122709,0.8506750010429839,0.8706837202428931,0.9125427501754034,0.0,0.9989451476793249,0.9440928270042194,17884,0.685107894917789,0.7081557069836262,0.131743140176331,0.685107894917789,0.5087559749126435,0.6138827361262641,0.7081557069836262,0.7801955205453522,0.8316431159541091,0.8571683647938804,0.895851019577972,0.0,0.9861328561842988,0.9086334153433236,0.030327941799126346,0.024881063772323575,0.030327941799126346,1.044267394995887,False,0.050339847068819034,0.0013859278710731532,0.8579437825835297,0.07643312101910828,1.5613279237227589,0.896531513333514,0.08465608465608465,1.7293014745994577,0.896531513333514,0.08465608465608465,1.7293014745994577,61,59,59,False,0.686634598869869,0.7096672059191885,0.686634598869869,0.6625745117356296,0.776054443926865,0.6974514733076603,0.7336349849832208,0.5876033280197581,0.5991884904695053
2015-08-31,60,2015-06-08,industry_id2,False,0.9,0.9,54,54,2783,1645,20000,18832,18832,1645,103,1352190,25493,1326697,0.01885311975388074,327,0.7292351755997237,0.7428866022148807,0.11542738628035579,0.7292351755997237,0.5673445484616463,0.6670222381133789,0.7428866022148807,0.8145042452863651,0.8560495617109273,0.8837237334415786,0.9307982108589329,0.0,1.0,0.9480122324159022,18505,0.6858818083488929,0.708890163871073,0.13139330501089527,0.6858818083488929,0.5098500221713025,0.6144516924227988,0.708890163871073,0.7808802359233179,0.8321557821514436,0.8576224035173716,0.8958332369175007,0.0,0.986544177249392,0.9097541205079708,0.04335336725083083,0.03399643834380772,0.04335336725083083,1.0632082185634788,False,0.017364061172472387,-0.0014890585814083535,0.8579437825835297,0.032908704883227176,1.7455309950202391,0.896531513333514,0.05291005291005291,2.80643488190658,0.896531513333514,0.05291005291005291,2.80643488190658,65,63,63,False,0.686634598869869,0.7096672059191885,0.686634598869869,0.6625745117356296,0.776054443926865,0.6974514733076603,0.7336349849832208,0.5876033280197581,0.5991884904695053
